الرقم	المجموعة	الطبقة	المؤلف	الوفاة أو السنة	العنوان	الطبعة (من سجلّ فهرسة)	مصدر بيانات الطبعة	الوظيفة في المشروع	المجلدات	حالة الاستعمال	حالة بيانات الطبعة	الأجزاء في الطبعة السابقة
مص-٣٠٤	اللسانيات الحديثة	أ	Norman Segalowitz	2010	Cognitive Bases of Second Language Fluency	أول نشر 2010	Open Library /works/OL18733601W	الطلاقة	—	مرشّح	تُطابق على صفحة العنوان	الافتتاحية، الجزء الثالث (المنصّات) في الطبعة السابقة
مص-٣٠٥	اللسانيات الحديثة	أ	I. S. P. Nation and Jonathan Newton	2009	Teaching ESL/EFL Listening and Speaking	أول نشر 2008	Open Library /works/OL25209064W	تعليم الاستماع والكلام	—	مرشّح	تُطابق على صفحة العنوان	الجزء الأول (التأسيس) في الطبعة السابقة، الجزء الثاني (التواصل) في الطبعة السابقة، الجزء الثالث (المنصّات) في الطبعة السابقة، الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٠٦	اللسانيات الحديثة	أ	I. S. P. Nation	2013	Learning Vocabulary in Another Language	أول نشر 1999	Open Library /works/OL3443321W	المفردات	—	مرشّح	تُطابق على صفحة العنوان	الجزء الأول (التأسيس) في الطبعة السابقة، الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٠٧	اللسانيات الحديثة	أ	Alison Wray	2002	Formulaic Language and the Lexicon	أول نشر 2002	Open Library /works/OL1859932W	العبارات الجاهزة والطبيعية	—	مرشّح	تُطابق على صفحة العنوان	الافتتاحية، الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٠٨	اللسانيات الحديثة	أ	Andrew Pawley and Frances Hodgetts Syder	1983	Two Puzzles for Linguistic Theory: Nativelike Selection and Nativelike Fluency	تُحدَّد	—	الاختيار الطبيعي والطلاقة	—	مرشّح	تُحدَّد	الافتتاحية، الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٠٩	اللسانيات الحديثة	أ	Larry Selinker	1972	Interlanguage	IRAL - International Review of Applied Linguistics in Language Teaching 10(1-4): , 1972	Crossref 10.1515/iral.1972.10.1-4.209	اللغة البينية	—	مرشّح	طوبقت على Crossref	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣١٠	اللسانيات الحديثة	أ	S. Pit Corder	1967	The Significance of Learners' Errors	IRAL - International Review of Applied Linguistics in Language Teaching 5(1-4): , 1967	Crossref 10.1515/iral.1967.5.1-4.161	تحليل الأخطاء	—	مرشّح	طوبقت على Crossref	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣١١	اللسانيات الحديثة	أ	Rod Ellis and Gary Barkhuizen	2005	Analysing Learner Language	تُحدَّد		تحليل لغة المتعلّم	—	مرشّح	تُحدَّد	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣١٢	اللسانيات الحديثة	أ	Bill VanPatten and Jessica Williams (eds.)	2015	Theories in Second Language Acquisition: An Introduction	تُحدَّد		نظريات الاكتساب	—	للبحث	تُحدَّد	الافتتاحية
مص-٣١٣	اللسانيات الحديثة	أ	Catherine J. Doughty and Michael H. Long (eds.)	2003	The Handbook of Second Language Acquisition	تُحدَّد		مرجعٌ جامع	—	للبحث	تُحدَّد	الافتتاحية
مص-٣١٤	اللسانيات الحديثة	أ	Lourdes Ortega	2009	Understanding Second Language Acquisition	أول نشر 2008	Open Library /works/OL9465698W	مدخل إلى الاكتساب	—	للبحث	تُطابق على صفحة العنوان	الافتتاحية
مص-٣١٥	اللسانيات الحديثة	أ	Peter Skehan	1998	A Cognitive Approach to Language Learning	أول نشر 1998	Open Library /works/OL4644755W	الدقة والطلاقة والتعقيد	—	مرشّح	تُطابق على صفحة العنوان	الجزء الثالث (المنصّات) في الطبعة السابقة
مص-٣١٦	اللسانيات الحديثة	أ	Alex Housen and Folkert Kuiken	2009	Complexity, Accuracy, and Fluency in Second Language Acquisition	Applied Linguistics 30(4): 461-473, 2009	Crossref 10.1093/applin/amp048	قياس الأداء	—	مرشّح	طوبقت على Crossref	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣١٧	اللسانيات الحديثة	أ	Jack C. Richards and Theodore S. Rodgers	2014	Approaches and Methods in Language Teaching	أول نشر 1986	Open Library /works/OL38134W	مناهج تعليم اللغات	—	مرشّح	تُطابق على صفحة العنوان	الافتتاحية، الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣١٨	اللسانيات الحديثة	أ	H. Douglas Brown	2015	Teaching by Principles: An Interactive Approach to Language Pedagogy	أول نشر 2007	Open Library /works/OL45933395W	مبادئ التدريس	—	للبحث	تُطابق على صفحة العنوان	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣١٩	اللسانيات الحديثة	أ	Scott Thornbury	2005	How to Teach Speaking	تُحدَّد		تعليم الكلام	—	مرشّح	تُحدَّد	الجزء الأول (التأسيس) في الطبعة السابقة، الجزء الثاني (التواصل) في الطبعة السابقة، الجزء الثالث (المنصّات) في الطبعة السابقة
مص-٣٢٠	اللسانيات الحديثة	أ	Christine C. M. Goh and Anne Burns	2012	Teaching Speaking: A Holistic Approach	تُحدَّد		تعليم الكلام	—	مرشّح	تُحدَّد	الجزء الأول (التأسيس) في الطبعة السابقة، الجزء الثاني (التواصل) في الطبعة السابقة، الجزء الثالث (المنصّات) في الطبعة السابقة
مص-٣٢١	اللسانيات الحديثة	أ	Roy Lyster and Leila Ranta	1997	Corrective Feedback and Learner Uptake	Studies in Second Language Acquisition 19(1): 37-66, 1997	Crossref 10.1017/s0272263197001034	التصحيح الشفهي	—	مرشّح	طوبقت على Crossref	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٢٢	اللسانيات الحديثة	أ	Rod Ellis	2003	Task-based Language Learning and Teaching	أول نشر 2003	Open Library /works/OL15204241W	التعليم بالمهام	—	مرشّح	تُطابق على صفحة العنوان	الجزء الثالث (المنصّات) في الطبعة السابقة، الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٢٣	اللسانيات الحديثة	أ	Jane Willis	1996	A Framework for Task-Based Learning	أول نشر 1996	Open Library /works/OL19611532W	التعليم بالمهام	—	للبحث	تُطابق على صفحة العنوان	الجزء الثالث (المنصّات) في الطبعة السابقة، الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٢٤	اللسانيات الحديثة	ب	Penny Ur	2012	A Course in English Language Teaching	أول نشر 2012	Open Library /works/OL16474744W	مدخلٌ تطبيقي للتدريس	—	للبحث	تُطابق على صفحة العنوان	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٢٥	اللسانيات الحديثة	ب	Jeremy Harmer	2015	The Practice of English Language Teaching	أول نشر 1983	Open Library /works/OL4480543W	مدخلٌ تطبيقي للتدريس	—	للبحث	تُطابق على صفحة العنوان	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٢٦	اللسانيات الحديثة	أ	Karin C. Ryding	2013	Teaching and Learning Arabic as a Foreign Language: A Guide for Teachers	أول نشر 2013	Open Library /works/OL17408421W	تعليم العربية لغير أهلها	—	مرشّح	تُطابق على صفحة العنوان	الافتتاحية، الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٢٧	اللسانيات الحديثة	أ	Mahmoud Al-Batal (ed.)	2018	Arabic as One Language: Integrating Dialect in the Arabic Language Curriculum	تُحدَّد		الفصحى والعامية في المنهج	—	مرشّح	تُحدَّد	الافتتاحية
مص-٣٢٨	اللسانيات الحديثة	أ	Kassem M. Wahba, Zeinab A. Taha, Liz England (eds.)	2006	Handbook for Arabic Language Teaching Professionals in the 21st Century	أول نشر 2013	Open Library /works/OL21275099W	تعليم العربية	—	مرشّح	تُطابق على صفحة العنوان	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٢٩	اللسانيات الحديثة	أ	Munther Younes	2015	The Integrated Approach to Arabic Instruction	أول نشر 2014	Open Library /works/OL20347923W	المنهج المتكامل	—	مرشّح	تُطابق على صفحة العنوان	الافتتاحية
مص-٣٣٠	اللسانيات الحديثة	ب	Kristen Brustad, Mahmoud Al-Batal, Abbas Al-Tonsi	2011	Al-Kitaab fii Ta'allum al-'Arabiyya	أول نشر 2011	Open Library /works/OL15521580W	كتابٌ تعليمي للمقارنة	—	للبحث	تُطابق على صفحة العنوان	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٣١	اللسانيات الحديثة	أ	Karin C. Ryding	2005	A Reference Grammar of Modern Standard Arabic	أول نشر 2005	Open Library /works/OL3931703W	نحو العربية المعاصرة	—	للبحث	تُطابق على صفحة العنوان	الجزء الأول (التأسيس) في الطبعة السابقة
مص-٣٣٢	اللسانيات الحديثة	أ	El-Said Badawi, Michael G. Carter, Adrian Gully	2004	Modern Written Arabic: A Comprehensive Grammar	أول نشر	Open Library /works/OL13622407W	نحو العربية المكتوبة المعاصرة	—	للبحث	تُطابق على صفحة العنوان	الجزء الأول (التأسيس) في الطبعة السابقة
مص-٣٣٣	اللسانيات الحديثة	أ	Clive Holes	2004	Modern Arabic: Structures, Functions, and Varieties	تُحدَّد		العربية المعاصرة ومستوياتها	—	مرشّح	تُحدَّد	الافتتاحية
مص-٣٣٤	اللسانيات الحديثة	أ	Kees Versteegh	2014	The Arabic Language	أول نشر 1997	Open Library /works/OL8093095W	تاريخ العربية وتنوّعها	—	مرشّح	تُطابق على صفحة العنوان	الافتتاحية
مص-٣٣٥	اللسانيات الحديثة	أ	Janet C. E. Watson	2002	The Phonology and Morphology of Arabic	أول نشر 2002	Open Library /works/OL2938394W	أصوات العربية وصرفها	—	مرشّح	تُطابق على صفحة العنوان	الجزء الأول (التأسيس) في الطبعة السابقة
مص-٣٣٦	اللسانيات الحديثة	أ	Charles A. Ferguson	1959	Diglossia	&lt;i&gt;WORD&lt;/i&gt; 15(2): 325-340, 1959	Crossref 10.1080/00437956.1959.11659702	الازدواجية	المجلد الأول	مستعمَل	طوبقت على Crossref	الافتتاحية
مص-٣٣٧	اللسانيات الحديثة	أ	السعيد محمد بدوي	١٤٣٥	مستويات العربية المعاصرة في مصر	أول نشر 1973	Open Library /works/OL13281811W	مستويات العربية	المجلد الأول	مستعمَل	تُطابق على صفحة العنوان	الافتتاحية
مص-٣٣٨	اللسانيات الحديثة	أ	Reem Bassiouney	2009	Arabic Sociolinguistics	أول نشر 2009	Open Library /works/OL19642859W	اللسانيات الاجتماعية العربية	—	مرشّح	تُطابق على صفحة العنوان	الافتتاحية
مص-٣٣٩	اللسانيات الحديثة	أ	Haim Blanc	1960	Stylistic Variations in Spoken Arabic: A Sample of Interdialectal Educated Conversation	تُحدَّد	—	العربية المنطوقة للمتعلّمين	—	للبحث	تُحدَّد	الافتتاحية
مص-٣٤٠	اللسانيات الحديثة	أ	T. F. Mitchell	1986	What Is Educated Spoken Arabic?	ijsl 1986(61): 7-32, 1986	Crossref 10.1515/ijsl.1986.61.7	عربية المثقفين المنطوقة	المجلد الأول	مستعمَل	طوبقت على Crossref	الافتتاحية
مص-٣٤١	اللسانيات الحديثة	أ	Clive Holes	1987	Language Variation and Change in a Modernising Arab State: The Case of Bahrain	تُحدَّد		التنوّع اللغوي	—	للبحث	تُحدَّد	الافتتاحية
مص-٣٤٢	اللسانيات الحديثة	أ	William Labov	1972	Sociolinguistic Patterns	أول نشر 1973	Open Library /works/OL4342744W	التنوّع والسياق الاجتماعي	—	للبحث	تُطابق على صفحة العنوان	الافتتاحية
مص-٣٤٣	اللسانيات الحديثة	أ	John J. Gumperz	1982	Discourse Strategies	أول نشر 2009	Open Library /works/OL25658340W	إشارات السياق في التفاعل	—	للبحث	تُطابق على صفحة العنوان	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٤٤	اللسانيات الحديثة	أ	Dell Hymes	1972	On Communicative Competence	تُحدَّد	—	الكفاية التواصلية	المجلد الأول	مستعمَل	تُحدَّد	الافتتاحية
مص-٣٤٥	اللسانيات الحديثة	أ	Michael Canale and Merrill Swain	1980	Theoretical Bases of Communicative Approaches to Second Language Teaching and Testing	Applied Linguistics I(1): 1-47, 1980	Crossref 10.1093/applin/i.1.1	مكوّنات الكفاية التواصلية	—	مرشّح	طوبقت على Crossref	الافتتاحية، الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٤٦	اللسانيات الحديثة	أ	J. L. Austin	1962	How to Do Things with Words	أول نشر 1962	Open Library /works/OL6408872W	أفعال الكلام	—	مرشّح	تُطابق على صفحة العنوان	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٤٧	اللسانيات الحديثة	أ	John R. Searle	1969	Speech Acts: An Essay in the Philosophy of Language	تُحدَّد		أفعال الكلام	—	مرشّح	تُحدَّد	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٤٨	اللسانيات الحديثة	أ	H. P. Grice	1975	Logic and Conversation	تُحدَّد	—	مبدأ التعاون	—	مرشّح	تُحدَّد	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٤٩	اللسانيات الحديثة	أ	Penelope Brown and Stephen C. Levinson	1987	Politeness: Some Universals in Language Usage	تُحدَّد		التأدّب في الخطاب	—	مرشّح	تُحدَّد	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٥٠	اللسانيات الحديثة	أ	Geoffrey Leech	1983	Principles of Pragmatics	أول نشر 1983	Open Library /works/OL3957440W	مبادئ التداولية	—	للبحث	تُطابق على صفحة العنوان	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٥١	اللسانيات الحديثة	أ	Stephen C. Levinson	1983	Pragmatics	أول نشر 1983	Open Library /works/OL491031W	التداولية	—	للبحث	تُطابق على صفحة العنوان	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٥٢	اللسانيات الحديثة	أ	Jenny Thomas	1983	Cross-Cultural Pragmatic Failure	Applied Linguistics 4(2): 91-112, 1983	Crossref 10.1093/applin/4.2.91	الإخفاق التداولي	—	مرشّح	طوبقت على Crossref	الجزء الثاني (التواصل) في الطبعة السابقة، الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٥٣	اللسانيات الحديثة	أ	Gabriele Kasper and Kenneth R. Rose	2002	Pragmatic Development in a Second Language	أول نشر 2003	Open Library /works/OL13613022W	اكتساب التداولية	—	مرشّح	تُطابق على صفحة العنوان	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٥٤	اللسانيات الحديثة	أ	Shoshana Blum-Kulka, Juliane House, Gabriele Kasper (eds.)	1989	Cross-Cultural Pragmatics: Requests and Apologies	تُحدَّد		الطلب والاعتذار عبر الثقافات	—	مرشّح	تُحدَّد	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٥٥	اللسانيات الحديثة	أ	Gillian Brown and George Yule	1983	Discourse Analysis	أول نشر 1983	Open Library /works/OL3527787W	تحليل الخطاب	—	للبحث	تُطابق على صفحة العنوان	الجزء الثالث (المنصّات) في الطبعة السابقة
مص-٣٥٦	اللسانيات الحديثة	أ	Deborah Schiffrin	1987	Discourse Markers	أول نشر 1987	Open Library /works/OL3916894W	أدوات الخطاب	—	مرشّح	تُطابق على صفحة العنوان	الجزء الثاني (التواصل) في الطبعة السابقة، الجزء الثالث (المنصّات) في الطبعة السابقة
مص-٣٥٧	اللسانيات الحديثة	أ	M. A. K. Halliday and Ruqaiya Hasan	1976	Cohesion in English	أول نشر 1976	Open Library /works/OL166820W	الاتساق	—	للبحث	تُطابق على صفحة العنوان	الجزء الثالث (المنصّات) في الطبعة السابقة
مص-٣٥٨	اللسانيات الحديثة	ب	مسعود صحراوي		التداولية عند العلماء العرب	تُحدَّد	—	التداولية في التراث	—	مرشّح	تُحدَّد	الافتتاحية، الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٥٩	اللسانيات الحديثة	أ	Harvey Sacks, Emanuel A. Schegloff, Gail Jefferson	1974	A Simplest Systematics for the Organization of Turn-Taking for Conversation	Language 50(4): 696-735, 1974	Crossref 10.2307/412243	تناوب الأدوار في الحوار	—	مرشّح	طوبقت على Crossref	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٦٠	اللسانيات الحديثة	أ	Emanuel A. Schegloff	2007	Sequence Organization in Interaction	أول نشر 2007	Open Library /works/OL8324082W	بنية التفاعل	—	للبحث	تُطابق على صفحة العنوان	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٦١	اللسانيات الحديثة	أ	Jack Sidnell	2010	Conversation Analysis: An Introduction	تُحدَّد		تحليل المحادثة	—	مرشّح	تُحدَّد	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٦٢	اللسانيات الحديثة	أ	Erving Goffman	1967	Interaction Ritual: Essays on Face-to-Face Behavior	تُحدَّد		ماء الوجه والتفاعل	—	للبحث	تُحدَّد	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٦٣	اللسانيات الحديثة	أ	Deborah Tannen	1989	Talking Voices: Repetition, Dialogue, and Imagery in Conversational Discourse	أول نشر 2007	Open Library /works/OL8865307W	التكرار والحوار في المحادثة	—	للبحث	تُطابق على صفحة العنوان	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٦٤	اللسانيات الحديثة	أ	Douglas Biber et al.	1999	Longman Grammar of Spoken and Written English	أول نشر 1999	Open Library /works/OL18286865W	نحو المنطوق	—	للبحث	تُطابق على صفحة العنوان	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٦٥	اللسانيات الحديثة	أ	Ronald Carter and Michael McCarthy	2006	Cambridge Grammar of English	أول نشر 2006	Open Library /works/OL1863941W	نحو المنطوق	—	للبحث	تُطابق على صفحة العنوان	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٦٦	اللسانيات الحديثة	أ	إبراهيم أنيس	١٣٩٧	الأصوات اللغوية	تُحدَّد	—	أصوات العربية	—	مرشّح	تُحدَّد	الجزء الأول (التأسيس) في الطبعة السابقة
مص-٣٦٧	اللسانيات الحديثة	أ	كمال بشر	١٤٣٦	علم الأصوات	تُحدَّد	—	أصوات العربية	—	مرشّح	تُحدَّد	الجزء الأول (التأسيس) في الطبعة السابقة
مص-٣٦٨	اللسانيات الحديثة	أ	Peter Ladefoged and Keith Johnson	2014	A Course in Phonetics	أول نشر 1975	Open Library /works/OL3529561W	علم الأصوات العام	—	للبحث	تُطابق على صفحة العنوان	الجزء الأول (التأسيس) في الطبعة السابقة
مص-٣٦٩	اللسانيات الحديثة	أ	Tracey M. Derwing and Murray J. Munro	2015	Pronunciation Fundamentals: Evidence-Based Perspectives for L2 Teaching and Research	تُحدَّد		تعليم النطق	—	مرشّح	تُحدَّد	الجزء الأول (التأسيس) في الطبعة السابقة
مص-٣٧٠	اللسانيات الحديثة	أ	Murray J. Munro and Tracey M. Derwing	1995	Foreign Accent, Comprehensibility, and Intelligibility in the Speech of Second Language Learners	Language Learning 45(1): 73-97, 1995	Crossref 10.1111/j.1467-1770.1995.tb00963.x	الوضوح والمفهومية	—	مرشّح	طوبقت على Crossref	الجزء الأول (التأسيس) في الطبعة السابقة
مص-٣٧١	اللسانيات الحديثة	أ	John M. Levis	2018	Intelligibility, Oral Communication, and the Teaching of Pronunciation	أول نشر 2018	Open Library /works/OL20591718W	المفهومية وتعليم النطق	—	مرشّح	تُطابق على صفحة العنوان	الجزء الأول (التأسيس) في الطبعة السابقة
مص-٣٧٢	اللسانيات الحديثة	أ	Alan Cruttenden	1997	Intonation	أول نشر 1986	Open Library /works/OL3352564W	التنغيم	—	مرشّح	تُطابق على صفحة العنوان	الجزء الأول (التأسيس) في الطبعة السابقة
مص-٣٧٣	اللسانيات الحديثة	أ	Ann Wennerstrom	2001	The Music of Everyday Speech: Prosody and Discourse Analysis	تُحدَّد		التنغيم والخطاب	—	مرشّح	تُحدَّد	الجزء الأول (التأسيس) في الطبعة السابقة، الجزء الثالث (المنصّات) في الطبعة السابقة
مص-٣٧٤	اللسانيات الحديثة	أ	Willem J. M. Levelt	1989	Speaking: From Intention to Articulation	تُحدَّد		إنتاج الكلام	—	مرشّح	تُحدَّد	الافتتاحية، الجزء الأول (التأسيس) في الطبعة السابقة
مص-٣٧٥	اللسانيات الحديثة	أ	Judit Kormos	2006	Speech Production and Second Language Acquisition	أول نشر 2005	Open Library /works/OL5850036W	إنتاج الكلام في اللغة الثانية	—	مرشّح	تُطابق على صفحة العنوان	الافتتاحية، الجزء الأول (التأسيس) في الطبعة السابقة
مص-٣٧٦	اللسانيات الحديثة	أ	ACTFL	2012	ACTFL Proficiency Guidelines 2012	تُحدَّد	—	مستويات الكفاية الشفهية	—	مرشّح	تُحدَّد	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٧٧	اللسانيات الحديثة	أ	Council of Europe	2001	Common European Framework of Reference for Languages: Learning, Teaching, Assessment	تُحدَّد		مستويات الكفاية ومقاييسها	—	مرشّح	تُحدَّد	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٧٨	اللسانيات الحديثة	أ	Council of Europe	2020	Common European Framework of Reference for Languages: Companion Volume	تُحدَّد	—	واصفات الكلام والتفاعل	—	مرشّح	تُحدَّد	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٧٩	اللسانيات الحديثة	أ	Sari Luoma	2004	Assessing Speaking	أول نشر 2004	Open Library /works/OL8327005W	تقييم الكلام	—	مرشّح	تُطابق على صفحة العنوان	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٨٠	اللسانيات الحديثة	أ	Glenn Fulcher	2003	Testing Second Language Speaking	أول نشر 2003	Open Library /works/OL9287181W	اختبار الكلام	—	مرشّح	تُطابق على صفحة العنوان	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٨١	اللسانيات الحديثة	أ	Lyle F. Bachman	1990	Fundamental Considerations in Language Testing	أول نشر 1988	Open Library /works/OL5477107W	أسس الاختبار اللغوي	—	للبحث	تُطابق على صفحة العنوان	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٨٢	اللسانيات الحديثة	أ	Lyle F. Bachman and Adrian S. Palmer	2010	Language Assessment in Practice	تُحدَّد		التقييم في التطبيق	—	مرشّح	تُحدَّد	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٨٣	اللسانيات الحديثة	ب	Arthur Hughes	2003	Testing for Language Teachers	أول نشر 1989	Open Library /works/OL3256584W	الاختبار للمعلّمين	—	للبحث	تُطابق على صفحة العنوان	الجزء الرابع (التمكين) في الطبعة السابقة
مص-٣٨٤	اللسانيات الحديثة	أ	تمام حسان	١٤٣٢	مناهج البحث في اللغة	مكتبة الأنجلو المصرية	بطاقة المكتبة الشاملة 11540	مناهج الدرس اللغوي	—	للبحث	تُطابق على صفحة العنوان	الافتتاحية
مص-٣٨٥	اللسانيات الحديثة	ب	محمود فهمي حجازي		مدخل إلى علم اللغة	تُحدَّد	—	مدخل إلى اللسانيات	—	للبحث	تُحدَّد	الافتتاحية
مص-٣٨٦	اللسانيات الحديثة	أ	أحمد مختار عمر	١٤٢٤	علم الدلالة	تُحدَّد	—	الدلالة	—	مرشّح	تُحدَّد	الجزء الثاني (التواصل) في الطبعة السابقة
مص-٣٨٧	اللسانيات الحديثة	أ	نهاد الموسى		الثنائيات في قضايا اللغة العربية من عصر النهضة إلى عصر العولمة	تُحدَّد	—	الفصحى والعامية وقضايا التعليم	—	مرشّح	تُحدَّد	الافتتاحية
مص-٣٨٨	اللسانيات الحديثة	أ	عبد الرحمن الحاج صالح	١٤٣٨	بحوث ودراسات في اللسانيات العربية	تُحدَّد	—	النظرية الخليلية الحديثة والملكة	—	مرشّح	تُحدَّد	الافتتاحية
